EPA_PM2.5,time_hourly,PM2.5,Temperature,Humidity,HR,device_id
6.000,2019-09-04 17:00:00,12.889,26.359,81.222,17,08BEAC0286CE
2.000,2019-09-04 18:00:00,9.700,25.108,88.400,18,08BEAC028A4E
2.000,2019-09-04 18:00:00,9.000,25.901,81.556,18,08BEAC0286CE
5.000,2019-09-04 19:00:00,5.100,25.035,85.700,19,08BEAC028A4E
5.000,2019-09-04 19:00:00,4.600,25.722,80.900,19,08BEAC0286CE
7.000,2019-09-04 20:00:00,3.400,24.661,87.400,20,08BEAC028A4E
7.000,2019-09-04 20:00:00,3.000,25.433,81.300,20,08BEAC0286CE
6.000,2019-09-04 22:00:00,2.889,24.943,86.000,22,08BEAC028A4E
6.000,2019-09-04 22:00:00,2.700,25.622,80.700,22,08BEAC0286CE
4.000,2019-09-04 23:00:00,4.600,25.173,84.400,23,08BEAC028A4E
4.000,2019-09-04 23:00:00,4.250,25.764,80.000,23,08BEAC0286CE
3.000,2019-09-05 00:00:00,4.222,25.317,83.889,0,08BEAC028A4E
3.000,2019-09-05 00:00:00,3.700,25.861,79.700,0,08BEAC0286CE
9.000,2019-09-05 01:00:00,1.300,25.011,85.800,1,08BEAC028A4E
9.000,2019-09-05 01:00:00,1.100,25.586,80.900,1,08BEAC0286CE
9.000,2019-09-05 02:00:00,3.300,25.211,86.600,2,08BEAC028A4E
9.000,2019-09-05 02:00:00,2.800,25.635,82.500,2,08BEAC0286CE
7.000,2019-09-05 03:00:00,2.000,25.436,85.200,3,08BEAC028A4E
7.000,2019-09-05 03:00:00,1.600,25.960,80.900,3,08BEAC0286CE
5.000,2019-09-05 04:00:00,1.700,24.411,87.500,4,08BEAC028A4E
5.000,2019-09-05 04:00:00,1.500,25.211,82.000,4,08BEAC0286CE
4.000,2019-09-05 05:00:00,1.111,24.499,86.222,5,08BEAC028A4E
4.000,2019-09-05 05:00:00,0.778,25.206,81.333,5,08BEAC0286CE
5.000,2019-09-05 06:00:00,2.000,25.973,81.100,6,08BEAC028A4E
5.000,2019-09-05 06:00:00,1.700,26.124,79.300,6,08BEAC0286CE
4.000,2019-09-05 07:00:00,4.333,27.123,76.000,7,08BEAC028A4E
4.000,2019-09-05 07:00:00,3.800,26.822,76.100,7,08BEAC0286CE
8.000,2019-09-05 08:00:00,5.200,26.811,77.900,8,08BEAC028A4E
8.000,2019-09-05 08:00:00,4.500,26.836,77.200,8,08BEAC0286CE
9.000,2019-09-05 09:00:00,5.900,25.109,90.400,9,08BEAC028A4E
9.000,2019-09-05 09:00:00,4.900,25.747,82.800,9,08BEAC0286CE
7.000,2019-09-05 10:00:00,4.400,25.049,89.200,10,08BEAC028A4E
7.000,2019-09-05 10:00:00,3.800,25.486,84.800,10,08BEAC0286CE
7.000,2019-09-05 11:00:00,7.000,25.262,89.333,11,08BEAC028A4E
7.000,2019-09-05 11:00:00,6.000,25.471,86.800,11,08BEAC0286CE
7.000,2019-09-05 12:00:00,8.700,26.547,83.700,12,08BEAC028A4E
